HCPID,ParamID.m1,ans.m1,bll.m1,lf.m1,PSwitch.LL.m1,PSwitch.mean_Punishment_MostlyPunishment.m1,PSwitch.mean_Reward_MostlyPunishment.m1,PSwitch.mean_Punishment_MostlyReward.m1,PSwitch.mean_Reward_MostlyReward.m1,PSwitch.sd_Punishment_MostlyPunishment.m1,PSwitch.sd_Reward_MostlyPunishment.m1,PSwitch.sd_Punishment_MostlyReward.m1,PSwitch.sd_Reward_MostlyReward.m1,ParamID.m2,ans.m2,bll.m2,lf.m2,PSwitch.LL.m2,PSwitch.mean_Punishment_MostlyPunishment.m2,PSwitch.mean_Reward_MostlyPunishment.m2,PSwitch.mean_Punishment_MostlyReward.m2,PSwitch.mean_Reward_MostlyReward.m2,PSwitch.sd_Punishment_MostlyPunishment.m2,PSwitch.sd_Reward_MostlyPunishment.m2,PSwitch.sd_Punishment_MostlyReward.m2,PSwitch.sd_Reward_MostlyReward.m2,Punishment_MostlyPunishment.subj,Reward_MostlyPunishment.subj,Punishment_MostlyReward.subj,Reward_MostlyReward.subj,best_model,maxLL_diff
154936_fnca,70,0.3,0.4,0.1,-4.03122669721476,0.308,0.244,0.28,0.264,0.247716098197357,0.250028569796105,0.291372543633873,0.225886010624648,73,0.3,0.55,0.1,-4.66305069623867,0.217,0.216,0.244,0.227,0.237677967692697,0.270570070897182,0.277863569518039,0.263649814128127,0.5,0.2,0.2,0.25,m1,0.6318239990239105
154835_fnca,98,0.4,0.5,0.1,-6.31937245567439,0.386,0.408,0.436,0.385,0.189262801847762,0.264837262314434,0.281946586343975,0.208554304580806,11,0.05,0.7,0.1,-5.29868931100103,0.169,0.196,0.208,0.174,0.249466778287987,0.316846708574815,0.299550683933284,0.242487113059643,0.6,0.4,1,0.368421052631579,m2,1.0206831446733604
154734_fnca,84,0.35,0.45,0.1,-3.75227713506083,0.313,0.296,0.28,0.309,0.223563441208302,0.289235445367857,0.249079939630896,0.216344868302477,53,0.25,0.2,0.1,-3.83962114401913,0.159,0.148,0.168,0.174,0.228278830577423,0.241796001047265,0.259858674306333,0.235007598661344,0.35,0.2,0.25,0.315789473684211,m1,0.08734400895830019
154431_fnca,16,0.1,0.3,0.1,-3.70312259770083,0.24,0.224,0.216,0.222,0.287494454249973,0.304094507329145,0.285256776556541,0.269950864765711,84,0.35,0.45,0.1,-4.09683029583542,0.311,0.336,0.292,0.288,0.235885219407011,0.319284915307406,0.268662598507375,0.235510734622541,0.3,0.2,0.2,0.210526315789474,m1,0.3937076981345897
153833_fnca,120,0.5,0.3,0.1,-4.94324636788785,0.408,0.444,0.444,0.407,0.1667088382021,0.277863569518039,0.265852498616071,0.177858577160023,92,0.4,0.2,0.1,-4.86305635151646,0.347,0.384,0.352,0.33,0.217923877366687,0.264467119209283,0.240950498769234,0.212852348939305,0.55,0.8,0.4,0.473684210526316,m2,0.08019001637139045
153429_fnca,79,0.35,0.2,0.1,-4.52179287782643,0.378,0.4,0.36,0.354,0.238652680774418,0.294160861171057,0.249079939630896,0.204749722782698,82,0.35,0.35,0.1,-5.70616606343246,0.324,0.312,0.304,0.336,0.235874404490775,0.259229627936314,0.265698924287147,0.244122752662153,0.25,0.6,0.4,0.55,m1,1.18437318560603
153025_fnca,96,0.4,0.4,0.1,-4.92207020523946,0.363,0.356,0.36,0.334,0.215901054434948,0.268905567219484,0.302371578407382,0.220722376180891,102,0.4,0.7,0.1,-6.19972902988563,0.321,0.276,0.3,0.278,0.184083499243896,0.255199001981287,0.268784110317525,0.213130217932414,0.45,0.6,0,0.4,m1,1.2776588246461698
152831_fnca,16,0.1,0.3,0.1,-3.97863832928332,0.1,0.084,0.088,0.086,0.217358915067185,0.206387786381237,0.206664472228859,0.189532184548144,106,0.45,0.25,0.1,-8.15031243143912,0.389,0.38,0.34,0.368,0.187706349038565,0.262639661583575,0.243276948084663,0.217771645987071,0.05,0,0,0,m1,4.171674102155801
151728_fnca,99,0.4,0.55,0.1,-4.68730309665751,0.35,0.376,0.416,0.364,0.20528725518857,0.257586918161935,0.299223484836252,0.187366278847021,103,0.4,0.75,0.1,-5.90264857005508,0.337,0.336,0.32,0.315,0.210395642850826,0.253755466413423,0.271052370871575,0.208309522448824,0.315789473684211,0.5,0.8,0.3,m1,1.2153454733975693
151627_fnca,100,0.4,0.6,0.1,-7.84927851054085,0.367,0.392,0.4,0.36,0.182278660857714,0.279825018210178,0.279941684889506,0.218762754730194,51,0.2,0.75,0.1,-7.12260132112297,0.25,0.224,0.312,0.235,0.244114392723358,0.251168696866696,0.336027209782609,0.231950469730422,0.5,0.8,0.8,0.777777777777778,m2,0.7266771894178792
151526_fnca,74,0.3,0.6,0.1,-5.52405255761833,0.33,0.332,0.34,0.323,0.234738238930785,0.281714865255851,0.331354671564091,0.248507791525698,102,0.4,0.7,0.1,-8.02357584500708,0.37,0.36,0.38,0.323,0.216888949295557,0.252336024752224,0.265729646253404,0.198002782911797,0.35,0.6,0,0.65,m1,2.49952328738875
151223_fnca,67,0.3,0.25,0.1,-7.05179566053532,0.34,0.308,0.288,0.318,0.249079939630896,0.286313657033823,0.289009568374898,0.249030774264171,91,0.35,0.8,0.1,-11.2261431124395,0.319,0.324,0.252,0.312,0.227203495948959,0.285399826952452,0.234946802489415,0.223962460411269,0.4,0.4,0.4,0.95,m1,4.17434745190418
150726_fnca,80,0.35,0.25,0.1,-8.94201927273333,0.363,0.388,0.376,0.354,0.216844249569659,0.303476455732028,0.244582109246088,0.209917379276822,31,0.15,0.4,0.1,-7.98696247182088,0.175,0.172,0.176,0.154,0.238029752899309,0.261892640412137,0.263849060128347,0.214485621039391,0.55,1,0.8,0.7,m2,0.9550568009124492
150625_fnca,118,0.5,0.2,0.1,-4.84367650965551,0.442,0.42,0.448,0.387,0.16701460280772,0.271804251292006,0.284454364906369,0.176938245885797,21,0.1,0.55,0.1,-3.91075029736637,0.195,0.212,0.204,0.175,0.270156794986821,0.319208204078499,0.292742137697451,0.244584195260913,0.578947368421053,0.4,0.8,0.45,m2,0.9329262122891402
150524_fnca,106,0.45,0.25,0.1,-3.99002687070122,0.419,0.42,0.352,0.405,0.166258343353631,0.271804251292006,0.247633699200234,0.169106294310739,102,0.4,0.7,0.1,-4.4971377519822,0.361,0.348,0.344,0.341,0.229527020329251,0.264374502460091,0.261986134545089,0.217286136939572,0.5,0.4,0.2,0.421052631578947,m1,0.5071108812809797
150523_fnca,100,0.4,0.6,0.1,-4.40228749015307,0.382,0.33,0.41,0.388,0.237065391822594,0.309047252182628,0.359846906223143,0.237022344593784,95,0.4,0.35,0.1,-5.41500999175626,0.376,0.36,0.37,0.368,0.186875490580204,0.26322179675269,0.361544306709822,0.249440189551053,0.5,0,0.5,0.4,m1,1.0127225016031893
150423_fnca,118,0.5,0.2,0.1,-4.42590009056234,0.412,0.38,0.52,0.322,0.221902718159401,0.490314351478015,0.357365010272261,0.189833439345858,43,0.2,0.35,0.1,-4.43587155474419,0.234,0.28,0.293333333333333,0.208,0.250395605360145,0.453557367611073,0.34100026266606,0.246477220870739,0.6,0,0.666666666666667,0.3,m1,0.009971464181849576
149741_fnca,122,0.5,0.4,0.1,-4.88750320622028,0.47,0.452,0.496,0.419,0.139970842444753,0.231446207440899,0.259481429479834,0.144239738078022,61,0.25,0.6,0.1,-4.07434407081226,0.152,0.124,0.16,0.142,0.234512085759662,0.217180447874056,0.264960528442734,0.216267030708401,0.55,0.6,0.8,0.5,m2,0.8131591354080197
149539_fnca,95,0.4,0.35,0.1,-7.06636179726963,0.384,0.388,0.376,0.376,0.190712948095898,0.256856983950372,0.290362194649429,0.226607635370398,51,0.2,0.75,0.1,-7.46863515023673,0.145,0.168,0.136,0.151,0.238885592974152,0.311310593642885,0.215482372971026,0.240639030203213,0.35,0.8,0.8,0.7,m1,0.4022733529670992
149337_fnca,89,0.35,0.7,0.1,-5.36491877596837,0.322,0.316,0.344,0.334,0.236936226673348,0.262141883999751,0.291484588453871,0.245664446772754,41,0.2,0.25,0.1,-5.55391155293979,0.175,0.164,0.196,0.184,0.24769344120571,0.248061875098837,0.287110872419044,0.253030610393127,0.55,0.2,0.4,0.7,m1,0.18899277697142036
148941_fnca,133,NA,0.3,0.1,-4.05145045189659,0.197,0.168,0.236,0.197,0.259789946546302,0.26606735375595,0.324986655926997,0.255831976109321,105,0.45,0.2,0.1,-4.96782688423444,0.404,0.428,0.436,0.39,0.171975318589854,0.279970843963059,0.267077914184041,0.193517388344915,0.05,0.2,0.4,0.3,m1,0.9163764323378496
148840_fnca,126,0.5,0.6,0.1,-5.72557862100834,0.435,0.484,0.428,0.43,0.153280455241964,0.249374728274621,0.206071119088651,0.159078981795143,91,0.35,0.8,0.1,-5.43447402251754,0.267,0.24,0.248,0.232,0.218204640890432,0.258725289661069,0.263601430735332,0.215889238419394,0.55,0.8,0.4,0.65,m2,0.2911045984908007
148335_fnca,54,0.25,0.25,0.1,-4.24007891395615,0.274,0.24,0.344,0.297,0.253795675491052,0.268023757704196,0.338158277154594,0.27449582726095,53,0.25,0.2,0.1,-5.03515833845344,0.26,0.256,0.252,0.268,0.253747423833309,0.27712812921102,0.276449796158215,0.257887809810738,0.4,0.2,0.6,0.15,m1,0.7950794244972901
148032_fnca,98,0.4,0.5,0.1,-4.07288147162231,0.369,0.404,0.344,0.354,0.186506551835454,0.275503250101204,0.274166640820461,0.208453978672727,92,0.4,0.2,0.1,-4.78134875999016,0.355,0.316,0.34,0.33,0.210502314689877,0.239352869041437,0.243276948084663,0.221773924232286,0.4,0.4,0.2,0.5,m1,0.7084672883678502
147737_fnca,73,0.3,0.55,0.1,-5.74883137995039,0.316,0.304,0.312,0.293,0.272074419591255,0.300312762136478,0.289009568374898,0.242649070528967,61,0.25,0.6,0.1,-5.11669329653105,0.243,0.28,0.296,0.241,0.258924384202597,0.288557283953202,0.323854338635537,0.262190536730486,0.55,0,0.6,0.578947368421053,m2,0.6321380834193402
147030_fnca,33,0.15,0.5,0.1,-4.09406704592088,0.118,0.108,0.12,0.111,0.222866300178161,0.22932020212367,0.255550625999976,0.218129805952552,85,0.35,0.5,0.1,-6.96933963059697,0.302,0.248,0.324,0.321,0.209459946977352,0.260486201600948,0.251979914975421,0.225671334068836,0.2,0,0,0,m1,2.8752725846760896
146432_fnca,130,0.5,0.8,0.1,-4.08356145451204,0.422,0.484,0.472,0.435,0.159130289321649,0.239352869041437,0.267291784309177,0.157871686466431,91,0.35,0.8,0.1,-3.81925474563179,0.273,0.232,0.268,0.205,0.231280817031008,0.24027195476147,0.295848830675811,0.209286933199766,0.473684210526316,0.4,0.6,0.529411764705882,m2,0.26430670888025
146331_fnca,108,0.45,0.35,0.1,-6.30881240447019,0.433,0.44,0.464,0.404,0.16770053484636,0.261861468283191,0.215482372971026,0.171678389402263,41,0.2,0.25,0.1,-5.10225817741495,0.2,0.192,0.192,0.212,0.249897938350513,0.273928338610443,0.291260455711421,0.269269609219049,0.65,0.8,0.6,0.6,m2,1.20655422705524
145834_fnca,130,0.5,0.8,0.1,-5.33582240615839,0.465,0.448,0.412,0.39,0.161703306038168,0.230562754306652,0.256856983950372,0.160356745147455,71,0.3,0.45,0.1,-4.41137606690101,0.276,0.24,0.284,0.303,0.218585433724973,0.252336024752224,0.283102346820916,0.26426833919719,0.555555555555556,0.8,0.6,0.45,m2,0.9244463392573801
144226_fnca,123,0.5,0.45,0.1,-5.60426339336736,0.442,0.464,0.456,0.398,0.149611742418126,0.211660104885167,0.235744586796986,0.16318263212907,1,0.05,0.2,0.1,-4.40932934605208,0.164,0.172,0.176,0.154,0.236047383690095,0.274077301772582,0.269965984251834,0.226066632763395,0.8,0.6,1,0.3,m2,1.1949340473152796
143325_fnca,108,0.45,0.35,0.1,-3.78810872355837,0.391,0.368,0.312,0.362,0.160258082670499,0.275117785536245,0.262359777902834,0.184213717940741,102,0.4,0.7,0.1,-4.25570593512967,0.355,0.352,0.372,0.337,0.209530573483895,0.290137194852254,0.271082486128695,0.213763649761094,0.5,0.4,0.2,0.35,m1,0.4675972115713005
142828_fnca,123,0.5,0.45,0.1,-4.2581209783275,0.403,0.44,0.488,0.388,0.130700623798146,0.224971653543195,0.239591489065561,0.1701020102102,31,0.15,0.4,0.1,-4.0486981149292,0.117,0.112,0.116,0.111,0.225109950459588,0.236159752225964,0.210305899652319,0.201851127197795,0.5,0.6,0.8,0.35,m2,0.20942286339829952
142424_fnca,128,0.5,0.7,0.1,-4.22406246070936,0.462,0.48,0.444,0.42,0.194453708881983,0.245780721915504,0.253272459567775,0.164750894209583,41,0.2,0.25,0.1,-4.03881660347222,0.228,0.208,0.176,0.209,0.283771969391349,0.282727242899497,0.237813166247826,0.267583669920575,0.736842105263158,0.6,0.6,0.444444444444444,m2,0.18524585723714004
141826_fnca,111,0.45,0.5,0.1,-4.01147559753522,0.336,0.284,0.364,0.375,0.211660104885167,0.249374728274621,0.276095221669212,0.205349378735215,83,0.35,0.4,0.1,-4.24113671986802,0.294,0.272,0.296,0.276,0.220305909765378,0.270328598228911,0.277716637262237,0.238241859616377,0.45,0.2,0.25,0.578947368421053,m1,0.2296611223328
141422_fnca,121,0.5,0.35,0.1,-4.32532272256228,0.465,0.436,0.476,0.392,0.14471999706682,0.254558441227157,0.279620734392214,0.146858254581673,31,0.15,0.4,0.1,-4.01046241406869,0.093,0.1,0.108,0.101,0.196138747225696,0.225876975726313,0.222086579917815,0.200634198562092,0.5,0.6,0.8,0.5,m2,0.31486030849359015
140925_fnca,84,0.35,0.45,0.1,-3.94144589338241,0.293,0.256,0.244,0.268,0.21594831203181,0.268145559009144,0.250028569796105,0.202977831301844,23,0.1,0.65,0.1,-4.12285422999499,0.208,0.2,0.232,0.195,0.262320881551506,0.258725289661069,0.308677230538732,0.236740191702522,0.5,0.2,0.2,0.157894736842105,m1,0.18140833661258027
140824_fnca,93,0.4,0.25,0.1,-4.24851819531869,0.277,0.348,0.264,0.277,0.159786209207995,0.276449796158215,0.247237801746102,0.19748676008321,104,0.4,0.8,0.1,-5.80715845200731,0.362,0.38,0.376,0.358,0.205922513661457,0.243276948084663,0.269965984251834,0.186635079932001,0.25,0.6,0,0.25,m1,1.5586402566886202
140117_fnca,124,0.5,0.5,0.1,-4.83910300810343,0.41,0.42,0.496,0.398,0.169633458386256,0.243276948084663,0.214723362606354,0.155825648251696,91,0.35,0.8,0.1,-4.49043058065247,0.299,0.296,0.324,0.303,0.223033355243157,0.253111252461144,0.267688518351353,0.229997781710687,0.55,0.8,0.8,0.5,m2,0.3486724274509596
139637_fnca,124,0.5,0.5,0.1,-4.02395264728497,0.433,0.444,0.388,0.409,0.158310596290833,0.271924359230388,0.250420055270405,0.17163380571818,91,0.35,0.8,0.1,-4.43024421657839,0.346,0.348,0.304,0.381,0.185670324467199,0.254942970813762,0.239863906992175,0.206251777976257,0.55,0.6,0.2,0.473684210526316,m1,0.4062915692934199
139233_fnca,121,0.5,0.35,0.1,-4.3080397388793,0.457,0.396,0.464,0.394,0.130152971223739,0.207963890115175,0.263229549857852,0.177177415983793,11,0.05,0.7,0.1,-3.74113455397688,0.121,0.136,0.14,0.146,0.212153679377637,0.253755466413423,0.277746029931765,0.255318928209486,0.65,0.4,0.8,0.45,m2,0.5669051849024198
138534_fnca,105,0.45,0.2,0.1,-4.7960822122521,0.438,0.44,0.4,0.428,0.189402928667313,0.239045721866879,0.21380899352994,0.172662227768436,101,0.4,0.65,0.1,-5.78352568141637,0.336,0.316,0.352,0.319,0.199754951919412,0.24607946285868,0.272733704315011,0.198177924592822,0.5,0.6,0,0.7,m1,0.98744346916427
138231_fnca,126,0.5,0.6,0.1,-4.47875356463687,0.439,0.432,0.476,0.424,0.152626662019398,0.24027195476147,0.291064197982058,0.158835044711712,11,0.05,0.7,0.1,-3.95007134882201,0.189,0.16,0.164,0.173,0.274101500639929,0.242436610692531,0.248061875098837,0.247685201785802,0.7,0.6,0.8,0.4,m2,0.5286822158148601
137936_fnca,129,0.5,0.75,0.1,-4.20152829802874,0.44,0.38,0.344,0.407,0.155182578445717,0.262639661583575,0.221460827143727,0.168125924623814,12,0.05,0.75,0.1,-4.34322526301805,0.146,0.164,0.128,0.141,0.238370317286497,0.273122533613298,0.201058423837248,0.227158579869137,0.7,0.2,0.25,0.315789473684211,m1,0.14169696498931028
137633_fnca,35,0.15,0.6,0.1,-3.76871586184538,0.103,0.056,0.076,0.105,0.220946479806254,0.151401614851335,0.170903959185579,0.225707504418928,44,0.2,0.4,0.1,-4.05487957279456,0.193,0.188,0.184,0.202,0.251730743746049,0.272284365159302,0.261362208594955,0.259897939152103,0.2,0,0,0.0555555555555556,m1,0.2861637109491797
137128_fnca,125,0.5,0.55,0.1,-3.91562480059711,0.402,0.356,0.468,0.407,0.153516601508682,0.243411132842844,0.234250868488796,0.160041448712896,93,0.4,0.25,0.1,-3.92877938106282,0.328,0.328,0.352,0.329,0.194873061771199,0.257966933492473,0.275710584727196,0.22087257384644,0.3,0.2,0.6,0.45,m1,0.01315458046570983
137027_fnca,120,0.5,0.3,0.1,-4.51957250060508,0.443,0.496,0.432,0.442,0.147083899422703,0.259481429479834,0.262981337120088,0.179102068721744,91,0.35,0.8,0.1,-5.43772329192117,0.331,0.308,0.388,0.337,0.206498999355188,0.277628440582747,0.286883322652828,0.221960191319552,0.2,0.6,0.2,0.666666666666667,m1,0.9181507913160898
136833_fnca,119,0.5,0.25,0.1,-5.98959046579767,0.434,0.476,0.464,0.446,0.139034572121102,0.235224599574317,0.240543602055419,0.13807717451646,1,0.05,0.2,0.1,-4.64912795342287,0.118,0.088,0.092,0.13,0.215652782149871,0.176866143320482,0.198812802938455,0.239045721866879,0.7,0.6,1,0.789473684210526,m2,1.3404625123748
136227_fnca,115,0.45,0.7,0.1,-3.79353293369961,0.423,0.4,0.356,0.384,0.182446525573598,0.252336024752224,0.226021490760756,0.173334641543991,103,0.4,0.75,0.1,-4.17728065934522,0.39,0.364,0.4,0.363,0.21570955529345,0.270117132566823,0.296922995583236,0.2118456311293,0.45,0.4,0.2,0.4,m1,0.3837477256456099
135932_fnca,126,0.5,0.6,0.1,-4.3928072881585,0.423,0.352,0.332,0.396,0.17762894138154,0.250908553144002,0.227174301507248,0.180373761610582,93,0.4,0.25,0.1,-5.20860523154812,0.327,0.336,0.348,0.317,0.202839536459292,0.247237801746102,0.264374502460091,0.204692402379367,0.5,0.2,0,0.6,m1,0.8157979433896196
135528_fnca,124,0.5,0.5,0.1,-4.33803476415128,0.417,0.408,0.46,0.413,0.171610023017305,0.28559997713371,0.21092604371762,0.143857213789172,31,0.15,0.4,0.1,-3.83101912473083,0.156,0.156,0.156,0.162,0.242781500825036,0.250028569796105,0.25647532403086,0.249399278266799,0.526315789473684,0.4,0.8,0.55,m2,0.5070156394204504
135225_fnca,124,0.5,0.5,0.1,-4.87119431472168,0.426,0.48,0.4,0.379,0.166977940618098,0.268023757704196,0.242436610692531,0.164778763244317,101,0.4,0.65,0.1,-5.15158216312172,0.343,0.284,0.304,0.332,0.223837131022737,0.265237667777718,0.253111252461144,0.229186671977768,0.3,0.8,0.8,0.5,m1,0.28038784840004016
134234_fnca,14,0.1,0.2,0.1,-3.73464481139047,0.138,0.132,0.16,0.133,0.22869639441042,0.241119836409625,0.268023757704196,0.217267351529898,107,0.45,0.3,0.1,-4.00079657352626,0.361,0.336,0.332,0.379,0.184968281892119,0.226562601161132,0.266833281282527,0.2018005683534,0.157894736842105,0.2,0.2,0.05,m1,0.2661517621357894
133982_fnca,130,0.5,0.8,0.1,-3.99914527832466,0.431,0.388,0.444,0.381,0.178110834560268,0.21912627987216,0.268905567219484,0.170500463821262,41,0.2,0.25,0.1,-3.68993483934043,0.167,0.144,0.18,0.161,0.23487078514427,0.249210999855503,0.262639661583575,0.245217521097211,0.6,0.4,0.6,0.5,m2,0.30921043898423006
133827_fnca,121,0.5,0.35,0.1,-4.3019735818039,0.466,0.416,0.444,0.436,0.148955547402709,0.288104289507555,0.253272459567775,0.172034642927949,31,0.15,0.4,0.1,-4.04269405685146,0.127,0.136,0.12,0.134,0.21218253597181,0.230137492178312,0.224971653543195,0.228222948639514,0.6,0.6,0.75,0.421052631578947,m2,0.25927952495244
133625_fnca,91,0.35,0.8,0.1,-3.81634954701987,0.253,0.244,0.276,0.236,0.194938504170324,0.246742036655818,0.302074460343533,0.208502924170754,94,0.4,0.3,0.1,-4.00852804586217,0.356,0.32,0.356,0.351,0.175731706453506,0.242436610692531,0.218678778493171,0.188032237791767,0.3,0.2,0.4,0.1,m1,0.1921784988423001
133019_fnca,121,0.5,0.35,0.1,-4.27694045734219,0.413,0.472,0.376,0.41,0.159658436440204,0.264220069067358,0.22728207772973,0.173499397164159,71,0.3,0.45,0.1,-4.99328020898434,0.285,0.22,0.284,0.271,0.232609421256197,0.243276948084663,0.277275373325979,0.249712079101071,0.421052631578947,0.6,0.2,0.7,m1,0.7163397516421508
132118_fnca,123,0.5,0.45,0.1,-6.54555009406927,0.421,0.428,0.476,0.412,0.140730600939584,0.268054213219061,0.261518329634261,0.152716891598774,11,0.05,0.7,0.1,-7.02465401738368,0.145,0.148,0.152,0.146,0.230848037302747,0.276449796158215,0.272733704315011,0.226292207699041,0.85,1,0.8,0.235294117647059,m1,0.4791039233144101
131924_fnca,111,0.45,0.5,0.1,-4.50772411551765,0.366,0.384,0.444,0.373,0.191780061103168,0.238498705768105,0.240034011195523,0.192780408014626,62,0.25,0.65,0.1,-4.41907763642563,0.207,0.18,0.2,0.183,0.222923524911983,0.24660966430903,0.268023757704196,0.214430903194707,0.3,0.2,0.8,0.55,m2,0.08864647909202006
131722_fnca,45,0.2,0.45,0.1,-3.84129418484142,0.248,0.22,0.276,0.215,0.275525471988137,0.268784110317525,0.32798705798260003,0.232389978357106,95,0.4,0.35,0.1,-4.05917362459481,0.343,0.332,0.392,0.36,0.200002551004139,0.284597818627176,0.261736742642258,0.197690750044258,0.166666666666667,0.2,0.4,0.1,m1,0.21787943975339008
131217_fnca,122,0.5,0.4,0.1,-4.70389752570304,0.429,0.472,0.496,0.434,0.175281115319806,0.22042630310841,0.268753737515539,0.170664965977921,91,0.35,0.8,0.1,-4.79523328745506,0.316,0.28,0.332,0.288,0.205396580064131,0.268023757704196,0.284597818627176,0.217958992585715,0.65,0.8,0.6,0.722222222222222,m1,0.09133576175202052
130922_fnca,100,0.4,0.6,0.1,-3.69843641086558,0.359,0.304,0.4,0.349,0.219853847557222,0.274761492118201,0.291372543633873,0.207140394074026,73,0.3,0.55,0.1,-3.69142561583578,0.23,0.208,0.224,0.214,0.2287945339721,0.258599051405366,0.260736789635425,0.217133458443212,0.4,0.25,0.4,0.368421052631579,m2,0.007010795029799954
130316_fnca,110,0.45,0.45,0.1,-4.63889288281869,0.407,0.416,0.404,0.435,0.178717083454177,0.261362208594955,0.278450523212924,0.202345935345933,71,0.3,0.45,0.1,-5.43665058053987,0.248,0.256,0.248,0.25,0.253739380998275,0.305166398235856,0.278655664919694,0.240110518771023,0.3,0.6,0.2,0.8,m1,0.7977576977211793
130013_fnca,59,0.25,0.5,0.1,-4.34037908561325,0.212,0.2,0.244,0.239,0.23047422273855,0.261861468283191,0.31373978558867,0.236317410207854,43,0.2,0.35,0.1,-4.76842185474246,0.242,0.216,0.212,0.221,0.277812152068146,0.264467119209283,0.269269609219049,0.249507678504396,0.2,0,0.2,0.6,m1,0.4280427691292097
129028_fnca,122,0.5,0.4,0.1,-4.38948780285236,0.428,0.456,0.38,0.418,0.153914898298921,0.291484588453871,0.249897938350513,0.176056577177187,91,0.35,0.8,0.1,-4.54212587194913,0.218,0.24,0.24,0.229,0.211351337244651,0.258725289661069,0.242436610692531,0.227023778310483,0.45,0.8,0.4,0.65,m1,0.15263806909677058
128632_fnca,125,0.5,0.55,0.1,-4.11482950240686,0.434,0.424,0.428,0.385,0.171856608477972,0.272973049428484,0.249112711151284,0.174452496311712,52,0.2,0.8,0.1,-4.42669337355495,0.171,0.172,0.188,0.173,0.23863771534205,0.271082486128695,0.286883322652828,0.230175177299591,0.45,0.6,0.6,0.2,m1,0.31186387114808944
128329_fnca,121,0.5,0.35,0.1,-4.0562330940863,0.427,0.416,0.4,0.432,0.145759796814303,0.245248728387142,0.239045721866879,0.169561258570946,51,0.2,0.75,0.1,-3.91368077952528,0.24,0.248,0.24,0.235,0.26821404793598,0.324659947687812,0.27404751561787,0.259954862643969,0.65,0.6,0.4,0.5,m2,0.14255231456102013
128127_fnca,127,0.5,0.65,0.1,-7.47013407389864,0.452,0.428,0.5,0.445,0.172603119133734,0.239079868816823,0.222233559801486,0.159798980865694,1,0.05,0.2,0.1,-7.46606408672092,0.222,0.216,0.2,0.198,0.266909753149881,0.273570496081962,0.255550625999976,0.239676652928865,0.85,1,0.8,0.95,m2,0.004069987177720336
