HCPID,ParamID.m1,ans.m1,bll.m1,lf.m1,PSwitch.LL.m1,PSwitch.mean_Punishment_MostlyPunishment.m1,PSwitch.mean_Reward_MostlyPunishment.m1,PSwitch.mean_Punishment_MostlyReward.m1,PSwitch.mean_Reward_MostlyReward.m1,PSwitch.sd_Punishment_MostlyPunishment.m1,PSwitch.sd_Reward_MostlyPunishment.m1,PSwitch.sd_Punishment_MostlyReward.m1,PSwitch.sd_Reward_MostlyReward.m1,ParamID.m2,ans.m2,bll.m2,lf.m2,PSwitch.LL.m2,PSwitch.mean_Punishment_MostlyPunishment.m2,PSwitch.mean_Reward_MostlyPunishment.m2,PSwitch.mean_Punishment_MostlyReward.m2,PSwitch.mean_Reward_MostlyReward.m2,PSwitch.sd_Punishment_MostlyPunishment.m2,PSwitch.sd_Reward_MostlyPunishment.m2,PSwitch.sd_Punishment_MostlyReward.m2,PSwitch.sd_Reward_MostlyReward.m2,Punishment_MostlyPunishment.subj,Reward_MostlyPunishment.subj,Punishment_MostlyReward.subj,Reward_MostlyReward.subj,best_model,maxLL_diff
127933_fnca,102,0.4,0.7,0.1,-4.10161220593084,0.316,0.288,0.32,0.335,0.207128078290527,0.25285310731243,0.221313334068995,0.22090952991703,83,0.35,0.4,0.1,-4.51308644989186,0.275,0.276,0.284,0.287,0.232170328044929,0.279620734392214,0.297170328400452,0.220576702379587,0.3,0.2,0.2,0.6,m1,0.4114742439610204
127630_fnca,121,0.5,0.35,0.1,-3.87577003857036,0.449,0.42,0.408,0.43,0.158271917913444,0.253143502095276,0.21365621823817,0.165985000551746,103,0.4,0.75,0.1,-4.17260995232755,0.289,0.272,0.348,0.277,0.224583514760191,0.244982298402583,0.293633118301164,0.211701079210229,0.421052631578947,0.4,0.25,0.578947368421053,m1,0.29683991375718977
126628_fnca,35,0.15,0.6,0.1,-3.98517543914451,0.127,0.092,0.108,0.11,0.224565339793866,0.194663498250238,0.194663498250238,0.194831167099798,13,0.05,0.8,0.1,-4.07884000238391,0.149,0.14,0.168,0.156,0.233974095897431,0.239897937482095,0.286741012349586,0.242781500825036,0.35,0,0,0.1,m1,0.09366456323940042
126325_fnca,119,0.5,0.25,0.1,-3.75166523227945,0.44,0.432,0.48,0.382,0.176704526812185,0.253497977289358,0.242436610692531,0.153782247323404,52,0.2,0.8,0.1,-3.77793853875928,0.266,0.28,0.228,0.258,0.251006138635399,0.315581743348207,0.255582567831986,0.268662598507375,0.45,0.4,0.6,0.35,m1,0.026273306479830172
125525_fnca,128,0.5,0.7,0.1,-5.54325891259493,0.473,0.404,0.468,0.403,0.161690684799776,0.223113405775482,0.223552030194498,0.161121705805371,1,0.05,0.2,0.1,-4.05790773369475,0.143,0.168,0.144,0.135,0.237334260106728,0.306021207748477,0.274166640820461,0.222749516135895,0.8,0.6,1,0.45,m2,1.4853511789001796
124826_fnca,126,0.5,0.6,0.1,-4.48107203518797,0.438,0.4,0.46,0.405,0.146580061010065,0.252336024752224,0.239897937482095,0.135995948318998,21,0.1,0.55,0.1,-3.88610219561612,0.082,0.084,0.084,0.075,0.191065754254863,0.235917661181063,0.198319470160895,0.177640430220656,0.6,0.4,0.75,0.666666666666667,m2,0.5949698395718501
124422_fnca,128,0.5,0.7,0.1,-4.01279158953614,0.45,0.48,0.44,0.436,0.121218305346265,0.224971653543195,0.228571428571429,0.142871427857214,31,0.15,0.4,0.1,-3.84301322974217,0.128,0.128,0.132,0.129,0.224326656863583,0.238224726693438,0.223552030194498,0.214307141785821,0.65,0.4,0.5,0.578947368421053,m2,0.1697783597939697
124220_fnca,121,0.5,0.35,0.1,-4.77501424116029,0.415,0.416,0.432,0.412,0.161071032625424,0.238498705768105,0.253497977289358,0.164304346769484,41,0.2,0.25,0.1,-4.42839569332824,0.157,0.148,0.144,0.146,0.235824649487967,0.273480962289323,0.245913540472572,0.233832313892687,0.45,0.6,0.8,0.7,m2,0.3466185478320494
123925_fnca,129,0.5,0.75,0.1,-5.22586362256777,0.429,0.464,0.388,0.412,0.193804551240761,0.240543602055419,0.230031053804232,0.16798930966959,101,0.4,0.65,0.1,-6.3489086936295,0.335,0.332,0.38,0.347,0.223663833026445,0.295848830675811,0.292072118575155,0.214621166006429,0.45,1,0.2,0.5,m1,1.1230450710617301
123420_fnca,130,0.5,0.8,0.1,-4.22926289292879,0.426,0.448,0.412,0.432,0.149229312653721,0.223369374693624,0.256856983950372,0.167136752025253,91,0.35,0.8,0.1,-4.194845543243,0.288,0.296,0.336,0.304,0.216078217130666,0.274761492118201,0.295379382475888,0.206239409128205,0.388888888888889,0.6,0.6,0.7,m2,0.03441734968579002
123117_fnca,129,0.5,0.75,0.1,-3.78326644342475,0.433,0.416,0.508,0.419,0.15798798714343,0.245248728387142,0.243142689273066,0.180952694235318,72,0.3,0.5,0.1,-3.84805198712178,0.289,0.26,0.244,0.273,0.235668826785316,0.24660966430903,0.243411132842844,0.239516945845046,0.45,0.4,0.6,0.3,m1,0.06478554369703016
122620_fnca,127,0.5,0.65,0.1,-6.18995641430969,0.42,0.436,0.424,0.414,0.167819144635296,0.231022571562669,0.272973049428484,0.182957561712423,51,0.2,0.75,0.1,-5.87281047212603,0.284,0.284,0.3,0.293,0.265622103825748,0.307962361866723,0.308386187784613,0.26225279905512,0.55,1,0.8,0.6,m2,0.31714594218366
122317_fnca,121,0.5,0.35,0.1,-5.52380662207013,0.466,0.48,0.496,0.447,0.153676044101259,0.21380899352994,0.24324339032906,0.14547950272903,11,0.05,0.7,0.1,-4.49746543319816,0.185,0.144,0.184,0.17,0.263463973450114,0.242571260306184,0.261362208594955,0.23517253761649,0.666666666666667,0.2,1,0.263157894736842,m2,1.02634118887197
121618_fnca,123,0.5,0.45,0.1,-4.9497837680606,0.443,0.416,0.484,0.389,0.160994992950408,0.264467119209283,0.271323287851619,0.154289021128583,11,0.05,0.7,0.1,-4.7862962013467,0.154,0.164,0.156,0.143,0.236436124178025,0.276095221669212,0.253272459567775,0.210928462580399,0.5,0.6,1,0.315789473684211,m2,0.16348756671389975
121315_fnca,124,0.5,0.5,0.1,-4.81664858953383,0.398,0.448,0.356,0.388,0.154840273198163,0.191918349985676,0.240034011195523,0.159258485821392,81,0.35,0.3,0.1,-5.63102728538759,0.296,0.28,0.244,0.274,0.237082608525607,0.294160861171057,0.250028569796105,0.224799230153377,0.666666666666667,0.4,0,0.65,m1,0.81437869585376
120515_fnca,129,0.5,0.75,0.1,-4.49575067122417,0.445,0.436,0.436,0.417,0.160117941224714,0.279036242251425,0.241390529547251,0.132714977700795,61,0.25,0.6,0.1,-4.40197617423881,0.213,0.188,0.184,0.221,0.237720896199295,0.281134726944,0.209333246674448,0.242245026907106,0.6,0.8,0.6,0.4,m2,0.09377449698535933
120212_fnca,129,0.5,0.75,0.1,-3.95612147833358,0.423,0.416,0.388,0.429,0.158181631586694,0.293716509163346,0.269269609219049,0.165396863479873,91,0.35,0.8,0.1,-4.02056909083423,0.327,0.272,0.284,0.288,0.231501311319952,0.241627137278468,0.280204007313039,0.232238441859979,0.4,0.4,0.4,0.684210526315789,m1,0.06444761250065012
120111_fnca,128,0.5,0.7,0.1,-3.93930682895096,0.414,0.38,0.388,0.4,0.16691681907404,0.262639661583575,0.256856983950372,0.174086537242199,83,0.35,0.4,0.1,-3.91360093781197,0.273,0.284,0.292,0.292,0.224110486599984,0.283102346820916,0.268662598507375,0.214133279114877,0.45,0.2,0.4,0.555555555555556,m2,0.025705891138990022
119833_fnca,124,0.5,0.5,0.1,-3.91713398356496,0.422,0.432,0.44,0.45,0.129030924943739,0.253497977289358,0.249079939630896,0.186809954723172,91,0.35,0.8,0.1,-4.1449030689889,0.262,0.264,0.252,0.238,0.208385435661704,0.284109780449281,0.254942970813762,0.205177872061471,0.4,0.6,0.4,0.6,m1,0.22776908542394025
118932_fnca,125,0.5,0.55,0.1,-3.74300970689306,0.448,0.424,0.44,0.44,0.165972704911109,0.216238719181994,0.242436610692531,0.169633458386256,71,0.3,0.45,0.1,-3.81771307095237,0.243,0.236,0.22,0.204,0.246818532033359,0.306900236399454,0.225876975726313,0.220583641408747,0.473684210526316,0.4,0.4,0.55,m1,0.07470336405931022
118730_fnca,142,NA,0.75,0.1,-3.87765290858297,0.193,0.148,0.196,0.183,0.267263150914477,0.251720609617334,0.287110872419044,0.260613483448386,13,0.05,0.8,0.1,-3.71025829948536,0.217,0.196,0.208,0.201,0.275460653140465,0.269512030703413,0.282727242899497,0.257240060992824,0.35,0,0.2,0.15,m2,0.16739460909760995
118528_fnca,129,0.5,0.75,0.1,-4.01141821327846,0.398,0.4,0.328,0.377,0.149816213939559,0.261861468283191,0.234773012390562,0.175897117424838,72,0.3,0.5,0.1,-4.54857433528348,0.301,0.284,0.296,0.3,0.25223288558677,0.249374728274621,0.277716637262237,0.242646967878043,0.4,0.6,0.2,0.5,m1,0.5371561220050207
117324_fnca,99,0.4,0.55,0.1,-4.7186361207178,0.31,0.284,0.36,0.279,0.199744735058708,0.232431688450431,0.285714285714286,0.188736399699233,2,0.05,0.25,0.1,-3.79890968540355,0.228,0.212,0.248,0.212,0.255782113909316,0.260015698113222,0.30118134749953,0.240865785305037,0.578947368421053,0,0.6,0.1,m2,0.9197264353142502
117122_fnca,120,0.5,0.3,0.1,-4.43289255209524,0.425,0.464,0.368,0.445,0.171205211631527,0.269360542843261,0.226274169979695,0.187967105242011,91,0.35,0.8,0.1,-4.35349312458824,0.272,0.3,0.336,0.289,0.197989898732233,0.292072118575155,0.300855921853444,0.212442068934242,0.666666666666667,0.75,0.4,0.6,m2,0.07939942750700002
116524_fnca,122,0.5,0.4,0.1,-3.78692781293305,0.432,0.384,0.464,0.386,0.175766542752085,0.258219966347314,0.247237801746102,0.162894732504004,52,0.2,0.8,0.1,-3.81784289367712,0.158,0.128,0.128,0.151,0.235683980735879,0.201058423837248,0.231269786798264,0.227338190942975,0.421052631578947,0.4,0.6,0.3,m1,0.0309150807440699
115320_fnca,127,0.5,0.65,0.1,-5.13267945725461,0.445,0.416,0.476,0.444,0.167895132479188,0.224390330469393,0.279620734392214,0.140567363472,11,0.05,0.7,0.1,-4.37696152926839,0.162,0.184,0.164,0.151,0.237452465705007,0.285256776556541,0.248061875098837,0.218877003947749,0.55,0.6,1,0.5,m2,0.7557179279862201
114924_fnca,112,0.45,0.55,0.1,-5.3594247049866,0.394,0.376,0.472,0.382,0.185890026738436,0.204600157599636,0.234773012390562,0.16621844491082,2,0.05,0.25,0.1,-4.21499417508304,0.151,0.124,0.152,0.139,0.249180288800159,0.224572155578612,0.287309830628035,0.235018453465654,0.75,0,0.8,0.3,m2,1.14443052990356
114419_fnca,115,0.45,0.7,0.1,-3.92070254663116,0.44,0.44,0.444,0.438,0.163819213445424,0.221313334068995,0.214913366503903,0.148310209922807,81,0.35,0.3,0.1,-3.91851348082085,0.282,0.284,0.276,0.272,0.227398777660815,0.239352869041437,0.258377986046547,0.235424063757124,0.6,0.6,0.4,0.5,m2,0.0021890658103096428
113922_fnca,126,0.5,0.6,0.1,-4.9203924303148,0.406,0.456,0.464,0.455,0.188072934180941,0.252465394678566,0.260109866896938,0.174744711753215,101,0.4,0.65,0.1,-5.51687416486997,0.301,0.324,0.312,0.302,0.199102578423018,0.267688518351353,0.236159752225964,0.208238481809013,0.5,0.8,0.4,0.85,m1,0.5964817345551694
113821_fnca,92,0.4,0.2,0.1,-3.86540392342062,0.338,0.336,0.36,0.291,0.183380946198266,0.275355058357869,0.252336024752224,0.194749970527361,83,0.35,0.4,0.1,-4.43512913281869,0.306,0.296,0.296,0.277,0.221230326001787,0.253111252461144,0.27177421601358,0.230175177299591,0.3,0.4,0.4,0.1,m1,0.56972520939807
113619_fnca,109,0.45,0.4,0.1,-4.35749186694662,0.405,0.408,0.472,0.415,0.190929520066052,0.279825018210178,0.251558408034916,0.199041068472754,21,0.1,0.55,0.1,-4.10275642392974,0.115,0.096,0.124,0.104,0.226609886845933,0.194789263417821,0.213388598283861,0.19505101373534,0.55,0.6,0.8,0.388888888888889,m2,0.2547354430168802
113215_fnca,112,0.45,0.55,0.1,-4.42825864191386,0.397,0.372,0.324,0.432,0.143003496460751,0.249112711151284,0.209528138483418,0.196852788672559,104,0.4,0.8,0.1,-5.72228227865334,0.343,0.332,0.36,0.318,0.206528646034038,0.257491826698104,0.249079939630896,0.203479929311598,0.222222222222222,0.4,0,0.6,m1,1.29402363673948
112819_fnca,84,0.35,0.45,0.1,-4.20417131852889,0.327,0.272,0.296,0.324,0.231941671063029,0.254782820681234,0.277716637262237,0.237598529508265,12,0.05,0.75,0.1,-3.96415592065428,0.182,0.188,0.16,0.202,0.242596498788605,0.269269609219049,0.235606035749581,0.264181446613296,0.5,0,0.4,0.4,m2,0.24001539787461024
111716_fnca,125,0.5,0.55,0.1,-4.41895854156282,0.405,0.42,0.444,0.407,0.14991494187011,0.268784110317525,0.243411132842844,0.15584201838361,41,0.2,0.25,0.1,-4.52553796434043,0.163,0.176,0.156,0.165,0.238791600713737,0.281801782992868,0.246742036655818,0.252386567772211,0.35,0.6,0.8,0.35,m1,0.10657942277760935
111413_fnca,125,0.5,0.55,0.1,-4.75615701743408,0.434,0.396,0.42,0.37,0.151670965028423,0.272524104906524,0.249897938350513,0.17142857142857101,12,0.05,0.75,0.1,-4.68803626081037,0.201,0.204,0.24,0.196,0.266781650380216,0.303691572863936,0.347586430302755,0.261440280768215,0.8,0.2,0.4,0.05,m2,0.06812075662370987
111312_fnca,123,0.5,0.45,0.1,-4.67615233956974,0.436,0.48,0.48,0.426,0.146747040438814,0.202030508910442,0.264960528442734,0.174449571685414,101,0.4,0.65,0.1,-4.56733004745284,0.362,0.328,0.332,0.359,0.190209336881066,0.227712672516243,0.254301765143504,0.188898525831263,0.7,0.8,0.6,0.6,m2,0.10882229211690042
110411_fnca,108,0.45,0.35,0.1,-3.78110843164444,0.354,0.384,0.404,0.38,0.180656399537568,0.258219966347314,0.275503250101204,0.181265393434993,93,0.4,0.25,0.1,-4.09766285474252,0.308,0.324,0.328,0.296,0.20760047972891,0.279620734392214,0.264220069067358,0.212574116726475,0.25,0.4,0.4,0.5,m1,0.31655442309808013
109325_fnca,3,0.05,0.3,0.1,-3.7300999925411,0.059,0.052,0.072,0.06,0.166196957166576,0.150156381068239,0.201058423837248,0.168426087465023,60,0.25,0.55,0.1,-4.1299691551845,0.27,0.276,0.276,0.291,0.24032291201801,0.282525057584748,0.267688518351353,0.259648506521365,0.1,0,0,0,m1,0.3998691626433999
109123_fnca,10,0.05,0.65,0.1,-3.94862443476126,0.224,0.184,0.176,0.217,0.271661554144123,0.248555007667789,0.247897279582673,0.273042196036302,13,0.05,0.8,0.1,-4.3262258905184,0.224,0.176,0.204,0.196,0.294722283666838,0.275947347831992,0.303691572863936,0.260462696612261,0.4,0.2,0,0.25,m1,0.3776014557571403
108828_fnca,124,0.5,0.5,0.1,-4.6496168494782,0.426,0.436,0.436,0.395,0.181894789055966,0.231022571562669,0.254558441227157,0.191729507592422,11,0.05,0.7,0.1,-4.21141668461427,0.182,0.168,0.204,0.173,0.26025105618402,0.278069144242204,0.289940176799368,0.246239057562743,0.65,0.4,0.8,0.2,m2,0.43820016486392976
108525_fnca,111,0.45,0.5,0.1,-4.42041849268028,0.398,0.364,0.428,0.336,0.174951888430237,0.234529489899784,0.255582567831986,0.187093777642799,12,0.05,0.75,0.1,-4.03220951689852,0.132,0.12,0.164,0.144,0.221718703932414,0.235606035749581,0.260893284931692,0.23004879695315,0.65,0.2,0.6,0.1,m2,0.38820897578175995
108323_fnca,122,0.5,0.4,0.1,-4.55189052666589,0.441,0.472,0.468,0.366,0.160258082670499,0.22042630310841,0.254301765143504,0.163644712217458,71,0.3,0.45,0.1,-4.46677523219542,0.284,0.348,0.284,0.262,0.23461649123449,0.312488367130421,0.271323287851619,0.215605459777145,0.473684210526316,0.8,0.75,0.526315789473684,m2,0.0851152944704694
108121_fnca,121,0.5,0.35,0.1,-5.48545842000877,0.455,0.468,0.42,0.419,0.144367020938627,0.223552030194498,0.218529407725405,0.134729509819959,71,0.3,0.45,0.1,-5.773137755744,0.219,0.272,0.236,0.234,0.218503724341304,0.33260873624812,0.264003710549063,0.227775399578315,0.65,1,0.4,0.7,m1,0.28767933573522964
107422_fnca,26,0.1,0.8,0.1,-3.73891465126336,0.082,0.064,0.096,0.088,0.195552592226569,0.153543186771936,0.225840832518509,0.200906110673923,80,0.35,0.25,0.1,-4.02779791131158,0.286,0.296,0.284,0.282,0.224071781501612,0.24324339032906,0.268297732881565,0.216361375707309,0.05,0,0,0.1,m1,0.2888832600482196
107321_fnca,78,0.3,0.8,0.1,-3.799392440511,0.299,0.236,0.324,0.323,0.225082751222654,0.216427392736064,0.279620734392214,0.260926528090236,104,0.4,0.8,0.1,-3.99298174522763,0.32,0.344,0.324,0.318,0.201524799709513,0.291484588453871,0.261518329634261,0.214466590329,0.3,0.2,0.2,0.45,m1,0.19358930471663038
106521_fnca,126,0.5,0.6,0.1,-4.17428351261872,0.403,0.368,0.328,0.389,0.186375197614152,0.26606735375595,0.234773012390562,0.190136900196481,73,0.3,0.55,0.1,-5.10710182376008,0.259,0.232,0.272,0.235,0.252273337344028,0.269117984898666,0.290699367816615,0.228850276337154,0.4,0.4,0,0.45,m1,0.9328183111413599
106319_fnca,120,0.5,0.3,0.1,-3.76444413281869,0.473,0.42,0.436,0.403,0.175024779586742,0.229462548631557,0.267077914184041,0.161753781143705,103,0.4,0.75,0.1,-3.82239356324683,0.361,0.34,0.364,0.328,0.218129805952552,0.280669752919836,0.251331149957134,0.193031667064749,0.6,0.4,0.4,0.35,m1,0.05794943042814005
106016_fnca,96,0.4,0.4,0.1,-4.51957459026098,0.379,0.432,0.408,0.375,0.186013495231296,0.26606735375595,0.242301886252734,0.184404723477508,81,0.35,0.3,0.1,-4.90768194386327,0.293,0.304,0.244,0.276,0.224292538567699,0.249865269818005,0.218678778493171,0.222976158696258,0.25,0.8,0.6,0.45,m1,0.3881073536022903
105216_fnca,21,0.1,0.55,0.1,-3.76379294860816,0.118,0.132,0.112,0.116,0.232062623497387,0.26064284735544,0.218192949623278,0.2193310795327,86,0.35,0.55,0.1,-4.27939548715302,0.274,0.28,0.228,0.246,0.22705748620298,0.294160861171057,0.255582567831986,0.203750547764382,0.1,0.2,0,0.05,m1,0.5156025385448602
105115_fnca,133,NA,0.3,0.1,-3.76742128083313,0.058,0.088,0.076,0.062,0.16330764757078,0.246311566425741,0.180203966071103,0.163057520838632,90,0.35,0.75,0.1,-4.15031235279993,0.284,0.264,0.276,0.258,0.223250568479748,0.292602676902677,0.279620734392214,0.214609279522445,0,0,0,0,m1,0.38289107196679995
105014_fnca,117,0.45,0.8,0.1,-3.9643616695834,0.38,0.288,0.384,0.349,0.2,0.210577437402152,0.290923932831037,0.181403260326662,93,0.4,0.25,0.1,-3.90407147385915,0.358,0.292,0.352,0.341,0.201868819801779,0.198812802938455,0.263601430735332,0.223992073474915,0.5,0.2,0.4,0.55,m2,0.06029019572424987
104820_fnca,126,0.5,0.6,0.1,-3.95737858253667,0.467,0.412,0.404,0.414,0.149013764601853,0.240441770285363,0.237297711918241,0.172034642927949,92,0.4,0.2,0.1,-4.34977502757941,0.308,0.264,0.316,0.317,0.18853895824341,0.222930390892928,0.262141883999751,0.226465747286157,0.6,0.4,0.2,0.5,m1,0.3923964450427402
103818_fnca,111,0.45,0.5,0.1,-3.99097982726313,0.418,0.324,0.448,0.382,0.187834056158784,0.224572155578612,0.275710584727196,0.176056577177187,22,0.1,0.6,0.1,-3.91495136049824,0.179,0.16,0.164,0.181,0.261879003062288,0.245780721915504,0.254558441227157,0.260863949214912,0.45,0.2,0.6,0.2,m2,0.07602846676488983
103515_fnca,109,0.45,0.4,0.1,-4.4395450617342,0.422,0.364,0.452,0.391,0.18630674727887,0.227461591285659,0.234946802489415,0.174288641661598,11,0.05,0.7,0.1,-3.91826638772065,0.145,0.12,0.156,0.141,0.231068944566026,0.221313334068995,0.259638681436259,0.219389226383296,0.6,0.2,0.8,0.5,m2,0.52127867401355
103414_fnca,124,0.5,0.5,0.1,-3.82933404453394,0.445,0.42,0.46,0.431,0.15194319561559,0.225876975726313,0.207019667802706,0.149451377664156,51,0.2,0.75,0.1,-3.69464814917152,0.236,0.248,0.24,0.225,0.258338490183333,0.306554253280038,0.264960528442734,0.243329372812797,0.55,0.4,0.6,0.5,m2,0.13468589536241993
103111_fnca,122,0.5,0.4,0.1,-4.50119524820912,0.43,0.468,0.428,0.407,0.172319115454497,0.26064284735544,0.249112711151284,0.169636466045025,51,0.2,0.75,0.1,-5.24759810887257,0.232,0.244,0.256,0.204,0.262981337120088,0.31633100720993,0.315685195815614,0.241770679000763,0.55,0.8,0.2,0.45,m1,0.7464028606634496
102816_fnca,120,0.5,0.3,0.1,-3.8342177056944,0.443,0.44,0.436,0.437,0.119099512499216,0.261861468283191,0.231022571562669,0.143857213789172,91,0.35,0.8,0.1,-3.85536607129624,0.297,0.264,0.372,0.304,0.24125733572436,0.281221823985469,0.299686911455871,0.218024525862461,0.526315789473684,0.4,0.4,0.6,m1,0.02114836560184008
102311_fnca,123,0.5,0.45,0.1,-3.94611403763725,0.448,0.416,0.436,0.402,0.172603119133734,0.241897262725905,0.244748934249624,0.175534170171962,101,0.4,0.65,0.1,-4.05483706922446,0.363,0.32,0.28,0.331,0.206972836628483,0.252336024752224,0.252336024752224,0.233624939261411,0.4,0.6,0.4,0.55,m1,0.10872303158721008
102008_fnca,130,0.5,0.8,0.1,-3.84439061806559,0.439,0.408,0.448,0.427,0.125474609188554,0.248948810409051,0.263601430735332,0.156886153965614,91,0.35,0.8,0.1,-3.70679515402937,0.303,0.324,0.34,0.295,0.224610774452162,0.299359861254999,0.277746029931765,0.191463216481146,0.55,0.4,0.6,0.45,m2,0.1375954640362198
101915_fnca,109,0.45,0.4,0.1,-3.68403983797148,0.352,0.368,0.408,0.368,0.180124673377035,0.272134420566644,0.282727242899497,0.16529503616138,103,0.4,0.75,0.1,-3.83950942415335,0.299,0.344,0.276,0.298,0.207632426392883,0.25567836938511,0.267688518351353,0.212602916254693,0.35,0.4,0.4,0.4,m1,0.1554695861818698
101410_fnca,116,0.45,0.75,0.1,-3.8352392677588,0.412,0.324,0.392,0.41,0.177154377505575,0.220907220343745,0.238909085261336,0.185988808089879,93,0.4,0.25,0.1,-3.79110997651735,0.344,0.38,0.384,0.324,0.211804684768293,0.280669752919836,0.251817880417494,0.188235631752398,0.55,0.2,0.4,0.45,m2,0.04412929124144993
101309_fnca,128,0.5,0.7,0.1,-4.67779992451138,0.433,0.388,0.472,0.439,0.141641254223334,0.233552860773552,0.254782820681234,0.173584655580674,101,0.4,0.65,0.1,-4.96487090639911,0.385,0.36,0.396,0.359,0.186331392296365,0.232115382989599,0.25391626451993,0.198640789530514,0.15,0.6,0.6,0.7,m1,0.28707098188773017
101107_fnca,80,0.35,0.25,0.1,-3.74370952821362,0.303,0.324,0.276,0.272,0.235044502950711,0.279620734392214,0.261518329634261,0.222499713368309,94,0.4,0.3,0.1,-4.25521568073727,0.348,0.312,0.4,0.314,0.205277313676412,0.289009568374898,0.27404751561787,0.208747479515518,0.2,0.4,0.25,0.263157894736842,m1,0.51150615252365
101006_fnca,118,0.5,0.2,0.1,-4.68148064392066,0.435,0.376,0.444,0.408,0.15194319561559,0.241221381933776,0.259638681436259,0.143342034224125,11,0.05,0.7,0.1,-4.04284805547062,0.138,0.156,0.144,0.162,0.223962460411269,0.262763958638135,0.245913540472572,0.251639521895095,0.7,0.2,0.8,0.3,m2,0.6386325884500401
100408_fnca,123,0.5,0.45,0.1,-4.02127432725649,0.415,0.408,0.432,0.447,0.13219111088087,0.248948810409051,0.229853546984214,0.172144339057048,71,0.3,0.45,0.1,-3.94395302189723,0.26,0.308,0.256,0.264,0.227452618972724,0.310917011041696,0.302479548979795,0.246410972456461,0.611111111111111,0.4,0.4,0.631578947368421,m2,0.07732130535926052
100307_fnca,124,0.5,0.5,0.1,-4.2992356151607,0.3945,0.426,0.396,0.3975,0.172459188555356,0.25529543195239,0.247786157397825,0.168681009091963,101,0.4,0.65,0.1,-4.77204346848303,0.3535,0.346,0.388,0.3475,0.189664110330539,0.282635504285694,0.276807193227023,0.187806987746635,0.45,0.6,0.2,0.65,m1,0.47280785332233055
145531_fnca,129,0.5,0.75,0.1,-4.9428394684367,0.452,0.402,0.452,0.4205,0.113483793682496,0.208483347350451,0.177557119294735,0.109810829918305,91,0.35,0.8,0.1,-7.08051658443638,0.3,0.306,0.306,0.2705,0.135714285714286,0.187801458341255,0.197339446494757,0.129332075349798,0.5,0.75,0.4,0.8,m1,2.13767711599968
144832_fnca,78,0.3,0.8,0.1,-5.36309884165275,0.318,0.28,0.298,0.3025,0.160994992950408,0.155182578445717,0.200499376557634,0.166923696365026,94,0.4,0.3,0.1,-7.78535951864093,0.3355,0.326,0.344,0.3025,0.15804045594178,0.183847763108502,0.179750393828867,0.142790162869313,0.4,0,0.2,0.65,m1,2.42226067698818
